iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
LIE,Europe,Liechtenstein,2022-02-01,9035.0,107.0,123.429,73.0,0.0,0.0,236184.451,2797.093,3226.553,1908.297,0.0,0.0,1.1,,,,,,,,,,,,,,,,,,69352.0,26676.0,26070.0,17610.0,268.0,111.0,181.29,69.73,68.15,46.03,2902.0,11.0,0.029,47.22,38254.0,237.012,,,,,,,7.77,,,,2.397,82.49,0.919,,,,
LIE,Europe,Liechtenstein,2022-03-01,12052.0,51.0,98.571,78.0,0.0,0.286,315052.021,1333.194,2576.761,2039.002,0.0,7.469,1.16,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,0.0,28.7,38254.0,237.012,,,,,,,7.77,,,,2.397,82.49,0.919,,,,
LKA,Asia,Sri Lanka,2022-02-01,612322.0,1137.0,1238.286,15474.0,33.0,20.571,28483.662,52.89,57.602,719.811,1.535,0.957,1.16,,,,,,,,,7080721.0,12907.0,329.377,0.6,14259.0,0.663,0.0868,11.5,tests performed,35867554.0,16676234.0,13930315.0,5261005.0,102928.0,80727.0,166.85,77.57,64.8,24.47,3755.0,30390.0,0.141,52.78,21497306.0,341.955,34.1,10.069,5.331,11669.077,0.7,197.093,10.68,0.3,27.0,,3.6,76.98,0.782,,,,
LKA,Asia,Sri Lanka,2022-03-01,646948.0,914.0,1093.0,16244.0,22.0,27.0,30094.376,42.517,50.844,755.63,1.023,1.256,0.83,,,,,,,,,7385672.0,7319.0,343.563,0.34,9174.0,0.427,0.1191,8.4,tests performed,38293596.0,16904417.0,14180650.0,7208529.0,18316.0,104257.0,178.13,78.64,65.96,33.53,4850.0,6376.0,0.03,33.33,21497306.0,341.955,34.1,10.069,5.331,11669.077,0.7,197.093,10.68,0.3,27.0,,3.6,76.98,0.782,,,,
LSO,Africa,Lesotho,2022-02-01,32176.0,0.0,18.143,693.0,0.0,0.429,14902.733,0.0,8.403,320.972,0.0,0.198,0.63,,,,,,,,,,,,,,,,,,,,,,,587.0,,,,,272.0,0.0,0.0,45.37,2159067.0,73.562,22.2,4.506,2.647,2851.153,59.6,405.126,3.94,0.4,53.9,2.117,,54.33,0.527,,,,
LSO,Africa,Lesotho,2022-03-01,32612.0,0.0,1.857,696.0,0.0,0.0,15104.673,0.0,0.86,322.361,0.0,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,,587.0,,,,,272.0,0.0,0.0,37.96,2159067.0,73.562,22.2,4.506,2.647,2851.153,59.6,405.126,3.94,0.4,53.9,2.117,,54.33,0.527,,,,
LTU,Europe,Lithuania,2022-02-01,688685.0,9172.0,10127.429,7898.0,26.0,16.571,256029.863,3409.84,3765.036,2936.21,9.666,6.161,1.29,,,1295.0,481.437,,,,,7632111.0,34211.0,2837.362,12.718,29241.0,10.871,0.417,2.4,tests performed,4418131.0,1942789.0,1862108.0,888037.0,3220.0,4413.0,164.25,72.23,69.23,33.01,1641.0,381.0,0.014,53.7,2689862.0,45.135,43.5,19.002,13.778,29524.265,0.7,342.989,3.67,21.3,38.0,,6.56,75.93,0.882,,,,
LTU,Europe,Lithuania,2022-03-01,907144.0,4590.0,5098.0,8397.0,,,337245.554,1706.407,1895.265,3121.721,,,0.81,,,,,,,,,8156986.0,14955.0,3032.492,5.56,12650.0,4.703,0.469,2.1,tests performed,4451618.0,1946391.0,1870331.0,909782.0,624.0,678.0,165.5,72.36,69.53,33.82,252.0,77.0,0.003,17.59,2689862.0,45.135,43.5,19.002,13.778,29524.265,0.7,342.989,3.67,21.3,38.0,,6.56,75.93,0.882,,,,
LUX,Europe,Luxembourg,2022-02-01,159438.0,1453.0,2093.857,953.0,1.0,1.143,251157.032,2288.859,3298.379,1501.227,1.575,1.8,0.97,13.0,20.478,83.0,130.747,,,,,3991395.0,6806.0,6287.503,10.721,5370.0,8.459,0.376,2.7,tests performed,1234124.0,476271.0,,338862.0,2907.0,2868.0,194.41,75.03,,53.38,4518.0,176.0,0.028,55.56,634814.0,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26.0,,4.51,82.25,0.916,,,,
LUX,Europe,Luxembourg,2022-03-01,183802.0,625.0,642.429,992.0,1.0,0.857,289536.778,984.54,1011.995,1562.662,1.575,1.35,0.99,6.0,9.452,31.0,48.833,,,,,4075988.0,3782.0,6420.759,5.958,2445.0,3.852,0.262,3.8,tests performed,1270440.0,479443.0,,363461.0,973.0,657.0,200.13,75.52,,57.25,1035.0,69.0,0.011,46.3,634814.0,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26.0,,4.51,82.25,0.916,,,,
LVA,Europe,Latvia,2022-02-01,401792.0,9028.0,8028.714,4888.0,15.0,10.571,215214.892,4835.736,4300.481,2618.196,8.035,5.662,1.33,,,814.0,436.009,,,,,6073783.0,22944.0,3253.346,12.29,22496.0,12.05,0.3569,2.8,tests performed,2792357.0,1337442.0,1288447.0,450734.0,4440.0,4906.0,149.57,71.64,69.01,24.14,2628.0,477.0,0.026,42.13,1866934.0,31.212,43.9,19.754,14.136,25063.846,0.7,350.06,4.91,25.6,51.0,,5.57,75.29,0.866,,,,
LVA,Europe,Latvia,2022-03-01,662644.0,9524.0,8720.571,5256.0,17.0,18.0,354937.025,5101.412,4671.066,2815.311,9.106,9.641,0.9,,,1170.0,626.696,,,,,6678819.0,19333.0,3577.426,10.355,18800.0,10.07,0.4639,2.2,tests performed,2854376.0,1341754.0,1299008.0,498787.0,1248.0,1357.0,152.89,71.87,69.58,26.72,727.0,84.0,0.004,31.94,1866934.0,31.212,43.9,19.754,14.136,25063.846,0.7,350.06,4.91,25.6,51.0,,5.57,75.29,0.866,,,,
MAC,Asia,Macao,2022-02-01,79.0,0.0,0.0,,,,119.989,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,1041721.0,508749.0,476954.0,73797.0,213.0,1521.0,158.22,77.27,72.44,11.21,2310.0,395.0,0.06,32.41,658391.0,20546.766,39.2,9.798,4.991,104861.851,,,,,,,,84.24,,,,,
MAC,Asia,Macao,2022-03-01,81.0,0.0,0.143,,,,123.027,0.0,0.217,,,,,,,,,,,,,,,,,,,,,,1115323.0,529598.0,492281.0,115899.0,4597.0,4166.0,169.4,80.44,74.77,17.6,6328.0,1508.0,0.229,54.63,658391.0,20546.766,39.2,9.798,4.991,104861.851,,,,,,,,84.24,,,,,
MAR,Africa,Morocco,2022-02-01,1135796.0,3080.0,4038.714,15435.0,35.0,33.429,30413.776,82.475,108.147,413.311,0.937,0.895,0.6,,,,,,,,,10642515.0,19493.0,284.98,0.522,19737.0,0.529,0.2046,4.9,people tested,52356034.0,24760419.0,23182509.0,,,47371.0,140.2,66.3,62.08,,1268.0,2711.0,0.007,68.52,37344787.0,80.08,29.6,6.769,4.209,7485.013,1.0,419.146,7.14,0.8,47.1,,1.1,76.68,0.686,,,,
MAR,Africa,Morocco,2022-03-01,1161131.0,156.0,221.0,15994.0,6.0,10.286,31092.184,4.177,5.918,428.279,0.161,0.275,0.32,,,,,,,,,,,,,13406.0,0.359,0.0165,60.7,people tested,,,,,,32975.0,,,,,883.0,2158.0,0.006,63.89,37344787.0,80.08,29.6,6.769,4.209,7485.013,1.0,419.146,7.14,0.8,47.1,,1.1,76.68,0.686,,,,
MCO,Europe,Monaco,2022-02-01,8183.0,0.0,56.143,47.0,0.0,0.143,207059.717,0.0,1420.619,1189.271,0.0,3.615,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.74,39520.0,19347.5,,,,,,,5.46,,,,13.8,86.75,,,,,
MCO,Europe,Monaco,2022-03-01,9445.0,86.0,25.429,51.0,0.0,0.0,238992.915,2176.113,643.436,1290.486,0.0,0.0,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.48,39520.0,19347.5,,,,,,,5.46,,,,13.8,86.75,,,,,
MDA,Europe,Moldova,2022-02-01,445046.0,4348.0,3953.857,10666.0,24.0,14.286,110597.225,1080.51,982.563,2650.58,5.964,3.55,1.12,,,,,,,,,,17858.0,,4.438,,,,,tests performed,1938137.0,,1012695.0,,6421.0,5416.0,48.16,,25.17,,1346.0,1097.0,0.027,50.93,4024025.0,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9,0.75,,,,
MDA,Europe,Moldova,2022-03-01,502386.0,586.0,772.857,11228.0,12.0,13.143,124846.64,145.625,192.061,2790.241,2.982,3.266,0.55,,,,,,,,,,7477.0,,1.858,,,,,tests performed,2070811.0,,1040065.0,,3806.0,3876.0,51.46,,25.85,,963.0,482.0,0.012,39.81,4024025.0,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9,0.75,,,,
MDG,Africa,Madagascar,2022-02-01,59319.0,0.0,277.714,1274.0,0.0,7.286,2086.689,0.0,9.769,44.816,0.0,0.256,0.84,,,,,,,,,,,,,1166.0,0.041,0.2382,4.2,tests performed,,,,,,5727.0,,,,,201.0,5204.0,0.018,40.74,28427333.0,43.951,19.6,2.929,1.686,1416.44,77.6,405.994,3.94,,,50.54,0.2,67.04,0.528,,,,
MDG,Africa,Madagascar,2022-03-01,63659.0,0.0,32.286,1366.0,0.0,2.286,2239.359,0.0,1.136,48.052,0.0,0.08,0.62,,,,,,,,,,,,,708.0,0.025,0.0456,21.9,tests performed,,,,,,3453.0,,,,,121.0,2533.0,0.009,46.3,28427333.0,43.951,19.6,2.929,1.686,1416.44,77.6,405.994,3.94,,,50.54,0.2,67.04,0.528,,,,
MDV,Asia,Maldives,2022-02-01,141060.0,2180.0,2611.857,277.0,1.0,0.857,259482.727,4010.154,4804.564,509.547,1.84,1.577,1.11,,,,,,,,,2062919.0,6403.0,3794.781,11.778,7155.0,13.162,0.365,2.7,samples tested,846039.0,397683.0,369989.0,78367.0,2630.0,2885.0,155.63,73.15,68.06,14.42,5307.0,29.0,0.005,,543620.0,1454.433,30.6,4.12,2.875,15183.616,,164.905,9.19,2.1,55.0,95.803,,78.92,0.74,,,,
MDV,Asia,Maldives,2022-03-01,170655.0,463.0,590.0,297.0,0.0,0.714,313923.329,851.698,1085.317,546.338,0.0,1.314,0.61,,,,,,,,,2182913.0,2804.0,4015.513,5.158,3264.0,6.004,0.1808,5.5,samples tested,903380.0,398229.0,371132.0,134019.0,1352.0,1583.0,166.18,73.26,68.27,24.65,2912.0,16.0,0.003,,543620.0,1454.433,30.6,4.12,2.875,15183.616,,164.905,9.19,2.1,55.0,95.803,,78.92,0.74,,,,
MEX,North America,Mexico,2022-02-01,4985689.0,43099.0,36431.429,306920.0,829.0,449.143,38274.252,330.863,279.678,2356.17,6.364,3.448,1.06,,,,,,,,,14212409.0,46562.0,109.106,0.357,48055.0,0.369,0.642,1.6,people tested,166102210.0,83651266.0,77242259.0,,351880.0,662180.0,127.51,64.22,59.3,,5083.0,43072.0,0.033,61.57,130262220.0,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,,,,
MEX,North America,Mexico,2022-03-01,5521744.0,13115.0,14783.857,318531.0,382.0,392.143,42389.451,100.682,113.493,2445.306,2.933,3.01,0.74,,,,,,,,,14748780.0,12378.0,113.224,0.095,12126.0,0.093,0.317,3.2,people tested,182185704.0,85238025.0,78945844.0,,239797.0,497623.0,139.86,65.44,60.61,,3820.0,24442.0,0.019,35.19,130262220.0,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,,,,
MHL,Oceania,Marshall Islands,2022-02-01,7.0,0.0,0.0,,,,117.414,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59618.0,295.15,,,,3819.202,,557.793,30.53,,,82.502,2.7,73.7,0.704,,,,
MHL,Oceania,Marshall Islands,2022-03-01,7.0,0.0,0.0,,,,117.414,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59618.0,295.15,,,,3819.202,,557.793,30.53,,,82.502,2.7,73.7,0.704,,,,
MKD,Europe,North Macedonia,2022-02-01,270897.0,1996.0,1652.714,8444.0,35.0,25.429,130072.537,958.389,793.559,4054.428,16.805,12.21,0.94,,,,,,,,,,,,,6201.0,2.977,0.2665,3.8,tests performed,,,,,,1082.0,,,,,520.0,149.0,0.007,,2082661.0,82.6,39.1,13.26,8.16,13111.214,5.0,322.688,10.08,,,,4.28,75.8,0.774,,,,
MKD,Europe,North Macedonia,2022-03-01,297738.0,476.0,475.857,9027.0,17.0,12.857,142960.376,228.554,228.485,4334.359,8.163,6.173,0.62,,,,,,,,,1893409.0,2781.0,909.13,1.335,2642.0,1.269,0.1801,5.6,tests performed,,,,,,478.0,,,,,230.0,48.0,0.002,,2082661.0,82.6,39.1,13.26,8.16,13111.214,5.0,322.688,10.08,,,,4.28,75.8,0.774,,,,
MLI,Africa,Mali,2022-02-01,30101.0,49.0,34.714,715.0,1.0,0.857,1443.297,2.349,1.664,34.283,0.048,0.041,0.4,,,,,,,,,,,,,,,,,,,,,,,2205.0,,,,,106.0,2333.0,0.011,38.89,20855724.0,15.196,16.4,2.519,1.486,2014.306,,268.024,2.42,1.6,23.0,52.232,0.1,59.31,0.434,,,,
MLI,Africa,Mali,2022-03-01,30383.0,2.0,4.429,722.0,0.0,0.0,1456.818,0.096,0.212,34.619,0.0,0.0,0.57,,,,,,,,,,,,,,,,,,,,,,,13274.0,,,,,636.0,8545.0,0.041,40.74,20855724.0,15.196,16.4,2.519,1.486,2014.306,,268.024,2.42,1.6,23.0,52.232,0.1,59.31,0.434,,,,
MLT,Europe,Malta,2022-02-01,67966.0,249.0,224.571,551.0,1.0,2.143,131691.533,482.465,435.132,1067.623,1.938,4.152,0.75,,,,,,,,,1688991.0,2457.0,3272.604,4.761,2812.0,5.449,0.0799,12.5,tests performed,1215228.0,464756.0,452026.0,,1857.0,1977.0,235.46,90.05,87.58,,3831.0,341.0,0.066,56.48,516100.0,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,,,,
MLT,Europe,Malta,2022-03-01,71361.0,86.0,76.0,605.0,0.0,0.857,138269.715,166.634,147.258,1172.253,0.0,1.661,0.94,,,38.0,73.629,,,,,1741089.0,1614.0,3373.55,3.127,1598.0,3.096,0.0476,21.0,tests performed,1243528.0,470769.0,463323.0,,640.0,657.0,240.95,91.22,89.77,,1273.0,188.0,0.036,52.78,516100.0,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,,,,
MMR,Asia,Myanmar,2022-02-01,536393.0,861.0,287.143,19310.0,0.0,0.0,9787.119,15.71,5.239,352.334,0.0,0.0,1.64,,,,,,,,,,,,,15068.0,0.275,0.0191,52.5,samples tested,,,,,,117444.0,,,,,2143.0,46666.0,0.085,65.74,54806014.0,81.721,29.1,5.732,3.12,5591.597,6.4,202.104,4.61,6.3,35.2,79.287,0.9,67.13,0.583,,,,
MMR,Asia,Myanmar,2022-03-01,590237.0,2346.0,2587.143,19372.0,4.0,4.0,10769.566,42.806,47.205,353.465,0.073,0.073,0.93,,,,,,,,,7143562.0,22732.0,130.343,0.415,24927.0,0.455,0.1038,9.6,samples tested,44685868.0,23652432.0,21033436.0,,,68198.0,81.53,43.16,38.38,,1244.0,30326.0,0.055,78.7,54806014.0,81.721,29.1,5.732,3.12,5591.597,6.4,202.104,4.61,6.3,35.2,79.287,0.9,67.13,0.583,,,,
MNE,Europe,Montenegro,2022-02-01,220597.0,822.0,797.143,2568.0,4.0,5.429,351240.584,1308.811,1269.233,4088.84,6.369,8.644,0.65,,,,,,,,,,,,,,,,,,654621.0,287071.0,277895.0,89655.0,621.0,397.0,104.23,45.71,44.25,14.28,632.0,69.0,0.011,,628051.0,46.28,39.1,14.762,9.395,16409.288,1.0,387.305,10.08,44.0,47.9,,3.861,76.88,0.829,,,,
MNE,Europe,Montenegro,2022-03-01,230363.0,156.0,163.0,2682.0,2.0,1.857,366790.277,248.387,259.533,4270.354,3.184,2.957,0.56,,,,,,,,,,,,,,,,,,663653.0,288602.0,280203.0,94848.0,318.0,223.0,105.67,45.95,44.61,15.1,355.0,37.0,0.006,,628051.0,46.28,39.1,14.762,9.395,16409.288,1.0,387.305,10.08,44.0,47.9,,3.861,76.88,0.829,,,,
MNG,Asia,Mongolia,2022-02-01,846940.0,5092.0,6737.286,2115.0,2.0,2.143,254391.187,1529.459,2023.645,635.272,0.601,0.644,0.85,,,,,,,,,,,,,16673.0,5.008,0.4041,2.5,samples tested,5448205.0,2269816.0,2170691.0,1007698.0,1253.0,1643.0,163.65,68.18,65.2,30.27,493.0,109.0,0.003,37.5,3329282.0,1.98,28.6,4.031,2.421,11840.846,0.5,460.043,4.82,5.5,46.5,71.18,7.0,69.87,0.737,,,,
MNG,Asia,Mongolia,2022-03-01,908157.0,0.0,1207.286,2171.0,1.0,1.429,272778.635,0.0,362.626,652.093,0.3,0.429,0.58,,,,,,,,,,,,,8198.0,2.462,0.1473,6.8,samples tested,,,,,,810.0,,,,,243.0,84.0,0.003,2.78,3329282.0,1.98,28.6,4.031,2.421,11840.846,0.5,460.043,4.82,5.5,46.5,71.18,7.0,69.87,0.737,,,,
MOZ,Africa,Mozambique,2022-02-01,223949.0,122.0,151.0,2174.0,1.0,1.857,6962.929,3.793,4.695,67.593,0.031,0.058,0.3,,,,,,,,,1226683.0,3372.0,38.14,0.105,2408.0,0.075,0.0627,15.9,tests performed,,,,,,34393.0,,,,,1069.0,48544.0,0.151,38.89,32163045.0,37.728,17.7,3.158,1.87,1136.103,62.9,329.942,3.3,5.1,29.1,12.227,0.7,60.85,0.456,,,,
MOZ,Africa,Mozambique,2022-03-01,225063.0,16.0,18.0,2192.0,0.0,0.286,6997.565,0.497,0.56,68.153,0.0,0.009,0.51,,,,,,,,,,,,,1172.0,0.036,0.0154,65.1,tests performed,,,,,,314592.0,,,,,9781.0,63995.0,0.199,37.96,32163045.0,37.728,17.7,3.158,1.87,1136.103,62.9,329.942,3.3,5.1,29.1,12.227,0.7,60.85,0.456,,,,
MRT,Africa,Mauritania,2022-02-01,58298.0,55.0,92.857,956.0,3.0,3.143,12208.724,11.518,19.446,200.205,0.628,0.658,0.26,,,,,,,,,833828.0,2460.0,174.62,0.515,2847.0,0.596,0.0326,30.7,tests performed,,,,,,1866.0,,,,,391.0,2427.0,0.051,51.85,4775110.0,4.289,20.3,3.138,1.792,3597.633,6.0,232.347,2.42,,,15.95,,64.92,0.546,,,,
MRT,Africa,Mauritania,2022-03-01,58638.0,5.0,2.857,979.0,0.0,0.286,12279.927,1.047,0.598,205.021,0.0,0.06,0.34,,,,,,,,,,,,,2145.0,0.449,0.0013,750.8,tests performed,,,,,,1866.0,,,,,391.0,2467.0,0.052,43.52,4775110.0,4.289,20.3,3.138,1.792,3597.633,6.0,232.347,2.42,,,15.95,,64.92,0.546,,,,
MSR,North America,Montserrat,2022-02-01,163.0,0.0,0.286,1.0,0.0,0.0,32724.353,0.0,57.361,200.763,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,2008.0,2.0,0.04,,4981.0,,,,,,,,,,,,,74.16,,,,,
MSR,North America,Montserrat,2022-03-01,164.0,0.0,0.143,2.0,0.0,0.0,32925.115,0.0,28.68,401.526,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,803.0,1.0,0.02,,4981.0,,,,,,,,,,,,,74.16,,,,,
MUS,Africa,Mauritius,2022-02-01,107293.0,1358.0,1009.857,822.0,0.0,0.0,84255.254,1066.413,793.023,645.502,0.0,0.0,0.73,,,,,,,,,,,,,,,,,,,,,,,6463.0,,,,,5075.0,934.0,0.073,43.52,1273428.0,622.962,37.4,10.945,5.884,20292.745,0.5,224.644,22.02,3.2,40.7,,3.4,74.99,0.804,,,,
MUS,Africa,Mauritius,2022-03-01,169796.0,2152.0,2324.286,904.0,0.0,1.286,133337.731,1689.927,1825.22,709.895,0.0,1.01,0.58,,,,,,,,,,,,,,,,,,,,,,,5865.0,,,,,4606.0,299.0,0.023,50.0,1273428.0,622.962,37.4,10.945,5.884,20292.745,0.5,224.644,22.02,3.2,40.7,,3.4,74.99,0.804,,,,
MWI,Africa,Malawi,2022-02-01,84572.0,97.0,79.857,2563.0,2.0,4.143,4304.427,4.937,4.064,130.448,0.102,0.211,0.5,,,,,,,,,528593.0,733.0,26.904,0.037,833.0,0.042,0.0959,10.4,tests performed,1882770.0,1505495.0,776360.0,,815.0,1713.0,9.58,7.66,3.95,,87.0,603.0,0.003,36.11,19647681.0,197.519,18.1,2.979,1.783,1095.042,71.4,227.349,3.94,4.4,24.7,8.704,1.3,64.26,0.483,,,,
MWI,Africa,Malawi,2022-03-01,85347.0,8.0,15.571,2615.0,0.0,0.857,4343.871,0.407,0.793,133.095,0.0,0.044,0.69,,,,,,,,,,,,,543.0,0.028,0.0287,34.9,tests performed,,,,,,3827.0,,,,,195.0,3586.0,0.018,37.96,19647681.0,197.519,18.1,2.979,1.783,1095.042,71.4,227.349,3.94,4.4,24.7,8.704,1.3,64.26,0.483,,,,
MYS,Asia,Malaysia,2022-02-01,2876324.0,5566.0,5157.0,31985.0,7.0,9.571,87756.495,169.818,157.34,975.861,0.214,0.292,1.35,113.0,3.448,2189.0,66.786,,,2737.0,83.506,45412566.0,77646.0,1385.535,2.369,104678.0,3.194,0.0493,20.3,people tested,63663588.0,26071116.0,25716203.0,12080962.0,29296.0,130928.0,194.24,79.54,78.46,36.86,3995.0,1184.0,0.004,54.17,32776195.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,,,,
MYS,Asia,Malaysia,2022-03-01,3468590.0,25854.0,27804.571,32827.0,78.0,56.286,105826.5,788.804,848.316,1001.55,2.38,1.717,1.11,374.0,11.411,6308.0,192.457,,,11735.0,358.034,51421477.0,218433.0,1568.867,6.664,203985.0,6.224,0.1363,7.3,people tested,67370490.0,27044082.0,25755474.0,14778895.0,104301.0,124657.0,205.55,82.51,78.58,45.09,3803.0,43806.0,0.134,54.17,32776195.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,,,,
NAM,Africa,Namibia,2022-02-01,155942.0,43.0,74.0,3969.0,2.0,6.429,60271.073,16.619,28.601,1534.006,0.773,2.485,0.66,,,,,,,,,922167.0,700.0,356.415,0.271,1226.0,0.474,0.0604,16.6,tests performed,,,,,,3943.0,,,,,1524.0,651.0,0.025,28.7,2587344.0,3.078,22.0,3.552,2.085,9541.808,13.4,243.811,3.94,9.7,34.2,44.6,,63.71,0.646,,,,
NAM,Africa,Namibia,2022-03-01,157225.0,0.0,27.286,4007.0,0.0,0.714,60766.949,0.0,10.546,1548.692,0.0,0.276,0.73,,,,,,,,,,,,,1080.0,0.417,0.0253,39.6,tests performed,,,,,,501.0,,,,,194.0,441.0,0.017,28.7,2587344.0,3.078,22.0,3.552,2.085,9541.808,13.4,243.811,3.94,9.7,34.2,44.6,,63.71,0.646,,,,
NCL,Oceania,New Caledonia,2022-02-01,22001.0,1515.0,767.857,284.0,1.0,0.143,76334.845,5256.456,2664.163,985.369,3.47,0.496,,,,,,,,,,,,,,,,,,,,,,,,159.0,,,,,552.0,89.0,0.031,,288217.0,15.342,33.4,9.954,6.489,,,,23.36,,,,,77.55,,,,,
NCL,Oceania,New Caledonia,2022-03-01,54856.0,679.0,1342.0,300.0,1.0,1.857,190328.815,2355.864,4656.214,1040.882,3.47,6.444,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,347.0,40.0,0.014,,288217.0,15.342,33.4,9.954,6.489,,,,23.36,,,,,77.55,,,,,
NER,Africa,Niger,2022-02-01,8655.0,3.0,7.429,301.0,3.0,0.571,344.398,0.119,0.296,11.977,0.119,0.023,0.7,,,,,,,,,,,,,,,,,,,,,,,888.0,,,,,35.0,781.0,0.003,16.67,25130810.0,16.955,15.1,2.553,1.378,926.0,44.5,238.339,2.42,0.1,15.4,8.978,0.3,62.42,0.394,,,,
NER,Africa,Niger,2022-03-01,8756.0,2.0,1.857,307.0,0.0,0.143,348.417,0.08,0.074,12.216,0.0,0.006,0.76,,,,,,,,,,,,,340.0,0.014,0.0055,183.1,tests performed,,,,,,37774.0,,,,,1503.0,31550.0,0.126,16.67,25130810.0,16.955,15.1,2.553,1.378,926.0,44.5,238.339,2.42,0.1,15.4,8.978,0.3,62.42,0.394,,,,
NGA,Africa,Nigeria,2022-02-01,253340.0,159.0,94.571,3136.0,0.0,0.429,1198.388,0.752,0.447,14.834,0.0,0.002,0.65,,,,,,,,,,,,,8686.0,0.041,0.0109,91.8,tests performed,,,,,,190753.0,,,,,902.0,129764.0,0.061,37.96,211400704.0,209.588,18.1,2.751,1.447,5338.454,,181.013,2.42,0.6,10.8,41.949,,54.69,0.539,,,,
NGA,Africa,Nigeria,2022-03-01,254570.0,10.0,31.143,3142.0,0.0,0.0,1204.206,0.047,0.147,14.863,0.0,0.0,0.85,,,,,,,,,,,,,17755.0,0.084,0.0018,570.1,tests performed,,,,,,178783.0,,,,,846.0,99029.0,0.047,36.11,211400704.0,209.588,18.1,2.751,1.447,5338.454,,181.013,2.42,0.6,10.8,41.949,,54.69,0.539,,,,
NIC,North America,Nicaragua,2022-02-01,17709.0,59.0,8.429,220.0,0.0,0.143,2642.196,8.803,1.258,32.824,0.0,0.021,1.31,,,,,,,,,,,,,,,,,,,,,,,32391.0,,,,,4833.0,11912.0,0.178,8.33,6702379.0,51.667,27.3,5.445,3.519,5321.444,3.2,137.016,11.47,,,,0.9,74.48,0.66,,,,
NIC,North America,Nicaragua,2022-03-01,18105.0,101.0,14.429,224.0,0.0,0.143,2701.28,15.069,2.153,33.421,0.0,0.021,1.32,,,,,,,,,,,,,,,,,tests performed,,,,,,17514.0,,,,,2613.0,5665.0,0.085,8.33,6702379.0,51.667,27.3,5.445,3.519,5321.444,3.2,137.016,11.47,,,,0.9,74.48,0.66,,,,
NIU,Oceania,Niue,2022-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,8674.0,3.0,0.186,,1614.0,,,,,,,,,,,,,73.71,,,,,
NIU,Oceania,Niue,2022-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,8674.0,3.0,0.186,,1614.0,,,,,,,,,,,,,73.71,,,,,
