iso_code,continent,location,date,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
COD,Africa,Democratic Republic of Congo,2/3/2022,925.653,0,13.834,0,,,,,,,,33.33,92377986,35.879,17,3.02,1.745,808.133,77.1,318.949,6.1,,,4.472,,60.68,0.48
COD,Africa,Democratic Republic of Congo,2/4/2022,925.653,0,13.834,0,,,,,,,,33.33,92377986,35.879,17,3.02,1.745,808.133,77.1,318.949,6.1,,,4.472,,60.68,0.48
COD,Africa,Democratic Republic of Congo,2/5/2022,925.653,0,13.834,0,,,,,,,,33.33,92377986,35.879,17,3.02,1.745,808.133,77.1,318.949,6.1,,,4.472,,60.68,0.48
COD,Africa,Democratic Republic of Congo,2/6/2022,925.653,0,13.834,0,,,,,,,,33.33,92377986,35.879,17,3.02,1.745,808.133,77.1,318.949,6.1,,,4.472,,60.68,0.48
COD,Africa,Democratic Republic of Congo,2/7/2022,927.559,1.905,14.246,0.411,,,,,,,,33.33,92377986,35.879,17,3.02,1.745,808.133,77.1,318.949,6.1,,,4.472,,60.68,0.48
DNK,Europe,Denmark,2/1/2022,307559.284,7803.826,648.513,2.58,29.158,0.2555,3.9,tests performed,83.04,82.06,60.52,16.67,5813302,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94
DNK,Europe,Denmark,2/2/2022,317020.516,9461.232,651.953,3.44,27.961,0.2737,3.7,tests performed,83.05,82.09,60.61,16.67,5813302,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94
DNK,Europe,Denmark,2/3/2022,324628.069,7607.552,655.565,3.612,27.064,0.2766,3.6,tests performed,83.05,82.1,60.69,16.67,5813302,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94
DNK,Europe,Denmark,2/4/2022,331539.631,6911.562,658.49,2.924,26.408,0.2709,3.7,tests performed,83.06,82.13,60.77,16.67,5813302,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94
DNK,Europe,Denmark,2/5/2022,338281.066,6741.435,664.51,6.021,26.387,0.2694,3.7,tests performed,83.06,82.14,60.81,16.67,5813302,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94
DNK,Europe,Denmark,2/6/2022,344561.834,6280.768,667.607,3.096,26.75,0.266,3.8,tests performed,83.06,82.15,60.85,16.67,5813302,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94
DNK,Europe,Denmark,2/7/2022,350556.534,5994.7,672.423,4.817,26.205,0.2769,3.6,tests performed,83.06,82.17,60.92,16.67,5813302,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94
DJI,Africa,Djibouti,2/1/2022,15438.083,7.982,188.586,0,,,,,,,,49.07,1002197,41.285,25.4,4.213,2.38,2705.406,22.5,258.037,6.05,1.7,24.5,,1.4,67.11,0.524
DJI,Africa,Djibouti,2/2/2022,15441.076,2.993,188.586,0,,,,,,,,49.07,1002197,41.285,25.4,4.213,2.38,2705.406,22.5,258.037,6.05,1.7,24.5,,1.4,67.11,0.524
DJI,Africa,Djibouti,2/3/2022,15458.039,16.963,188.586,0,,,,,,,,49.07,1002197,41.285,25.4,4.213,2.38,2705.406,22.5,258.037,6.05,1.7,24.5,,1.4,67.11,0.524
DJI,Africa,Djibouti,2/4/2022,15473.006,14.967,188.586,0,,,,,,,,49.07,1002197,41.285,25.4,4.213,2.38,2705.406,22.5,258.037,6.05,1.7,24.5,,1.4,67.11,0.524
DJI,Africa,Djibouti,2/5/2022,15475.999,2.993,188.586,0,,,,,,,,49.07,1002197,41.285,25.4,4.213,2.38,2705.406,22.5,258.037,6.05,1.7,24.5,,1.4,67.11,0.524
DJI,Africa,Djibouti,2/6/2022,15475.999,0,188.586,0,,,,,13.11,9.12,,49.07,1002197,41.285,25.4,4.213,2.38,2705.406,22.5,258.037,6.05,1.7,24.5,,1.4,67.11,0.524
DJI,Africa,Djibouti,2/7/2022,15489.969,13.969,188.586,0,,,,,,,,49.07,1002197,41.285,25.4,4.213,2.38,2705.406,22.5,258.037,6.05,1.7,24.5,,1.4,67.11,0.524
DOM,North America,Dominican Republic,2/1/2022,50806.512,116.399,393.474,0.274,0.588,0.2706,3.7,samples tested,,,,37.96,10953714,222.873,27.6,6.981,4.419,14600.861,1.6,266.653,8.2,8.5,19.1,55.182,1.6,74.08,0.756
DOM,North America,Dominican Republic,2/2/2022,50934.231,127.719,393.748,0.274,0.564,0.2505,4,samples tested,63.96,53.01,18.41,37.96,10953714,222.873,27.6,6.981,4.419,14600.861,1.6,266.653,8.2,8.5,19.1,55.182,1.6,74.08,0.756
DOM,North America,Dominican Republic,2/3/2022,51027.076,92.845,393.93,0.183,0.54,0.2154,4.6,samples tested,63.98,53.06,18.61,37.96,10953714,222.873,27.6,6.981,4.419,14600.861,1.6,266.653,8.2,8.5,19.1,55.182,1.6,74.08,0.756
DOM,North America,Dominican Republic,2/4/2022,51127.59,100.514,394.295,0.365,0.595,0.1865,5.4,samples tested,64,53.09,18.79,37.96,10953714,222.873,27.6,6.981,4.419,14600.861,1.6,266.653,8.2,8.5,19.1,55.182,1.6,74.08,0.756
DOM,North America,Dominican Republic,2/5/2022,51275.485,147.895,394.569,0.274,0.626,0.1839,5.4,samples tested,64.01,53.11,18.86,37.96,10953714,222.873,27.6,6.981,4.419,14600.861,1.6,266.653,8.2,8.5,19.1,55.182,1.6,74.08,0.756
DOM,North America,Dominican Republic,2/6/2022,51362.762,87.276,394.843,0.274,0.665,0.1679,6,samples tested,64.01,53.12,18.89,37.96,10953714,222.873,27.6,6.981,4.419,14600.861,1.6,266.653,8.2,8.5,19.1,55.182,1.6,74.08,0.756
DOM,North America,Dominican Republic,2/7/2022,51458.072,95.31,395.208,0.365,0.643,0.1707,5.9,samples tested,64.03,53.16,19.04,37.96,10953714,222.873,27.6,6.981,4.419,14600.861,1.6,266.653,8.2,8.5,19.1,55.182,1.6,74.08,0.756
ECU,South America,Ecuador,2/1/2022,41328.12,405.792,1932.641,2.18,0.604,0.637,1.6,people tested,81.96,74.45,14.84,60.65,17888474,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,2/2/2022,41692.712,364.592,1936.387,3.745,0.568,0.638,1.6,people tested,81.99,74.52,15.13,60.65,17888474,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,2/3/2022,42073.74,381.027,1938.455,2.068,0.566,0.624,1.6,people tested,82.03,74.59,15.43,60.65,17888474,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,2/4/2022,42559.304,485.564,1940.691,2.236,0.527,0.614,1.6,people tested,82.06,74.66,15.77,60.65,17888474,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,2/5/2022,42843.118,283.814,1941.474,0.783,0.513,0.613,1.6,people tested,82.08,74.68,15.91,60.65,17888474,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,2/6/2022,42996.904,153.786,1941.977,0.503,0.516,0.612,1.6,people tested,82.09,74.7,16.02,60.65,17888474,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,2/7/2022,42996.904,0,1941.977,0,0.501,0.611,1.6,people tested,82.12,74.78,16.35,60.65,17888474,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.759
EGY,Africa,Egypt,2/1/2022,4107.125,21.974,217.565,0.46,,,,,,,,43.52,104258327,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.827,1.6,71.99,0.707
EGY,Africa,Egypt,2/2/2022,4128.975,21.85,218.064,0.499,,,,,,,,43.52,104258327,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.827,1.6,71.99,0.707
EGY,Africa,Egypt,2/3/2022,4150.853,21.878,218.496,0.432,,,,,,,,43.52,104258327,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.827,1.6,71.99,0.707
EGY,Africa,Egypt,2/4/2022,4172.827,21.974,218.87,0.374,,,,,,,,43.52,104258327,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.827,1.6,71.99,0.707
EGY,Africa,Egypt,2/5/2022,4194.869,22.041,219.426,0.556,,,,,,,,43.52,104258327,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.827,1.6,71.99,0.707
EGY,Africa,Egypt,2/6/2022,4216.939,22.07,219.992,0.566,,,,,37.56,27.28,,43.52,104258327,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.827,1.6,71.99,0.707
EGY,Africa,Egypt,2/7/2022,4238.731,21.792,220.539,0.547,,,,,,,,43.52,104258327,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.827,1.6,71.99,0.707
SLV,North America,El Salvador,2/1/2022,20727.008,0,599.524,1.381,0.72,0.193,5.2,tests performed,,,,28.7,6518500,307.811,27.6,8.273,5.417,7292.458,2.2,167.295,8.87,2.5,18.8,90.65,1.3,73.32,0.673
SLV,North America,El Salvador,2/2/2022,20727.008,0,600.445,0.92,0.718,0.198,5.1,tests performed,,,,28.7,6518500,307.811,27.6,8.273,5.417,7292.458,2.2,167.295,8.87,2.5,18.8,90.65,1.3,73.32,0.673
SLV,North America,El Salvador,2/3/2022,20727.008,0,601.519,1.074,0.718,0.202,5,tests performed,,,,28.7,6518500,307.811,27.6,8.273,5.417,7292.458,2.2,167.295,8.87,2.5,18.8,90.65,1.3,73.32,0.673
SLV,North America,El Salvador,2/4/2022,20727.008,0,602.439,0.92,0.718,0.203,4.9,tests performed,,,,28.7,6518500,307.811,27.6,8.273,5.417,7292.458,2.2,167.295,8.87,2.5,18.8,90.65,1.3,73.32,0.673
SLV,North America,El Salvador,2/5/2022,20727.008,0,603.36,0.92,0.719,0.204,4.9,tests performed,,,,28.7,6518500,307.811,27.6,8.273,5.417,7292.458,2.2,167.295,8.87,2.5,18.8,90.65,1.3,73.32,0.673
SLV,North America,El Salvador,2/6/2022,20727.008,0,604.74,1.381,0.719,0.203,4.9,tests performed,,,,28.7,6518500,307.811,27.6,8.273,5.417,7292.458,2.2,167.295,8.87,2.5,18.8,90.65,1.3,73.32,0.673
SLV,North America,El Salvador,2/7/2022,20727.008,0,606.274,1.534,0.719,0.201,5,tests performed,,,,28.7,6518500,307.811,27.6,8.273,5.417,7292.458,2.2,167.295,8.87,2.5,18.8,90.65,1.3,73.32,0.673
GNQ,Africa,Equatorial Guinea,2/1/2022,10916.683,17.932,125.527,0,0.142,0.0666,15,tests performed,,,,,1449891,45.194,22.4,2.846,1.752,22604.873,,202.812,7.78,,,24.64,2.1,58.74,0.592
GNQ,Africa,Equatorial Guinea,2/2/2022,10916.683,0,125.527,0,0.123,0.0431,23.2,tests performed,,,,,1449891,45.194,22.4,2.846,1.752,22604.873,,202.812,7.78,,,24.64,2.1,58.74,0.592
GNQ,Africa,Equatorial Guinea,2/3/2022,10916.683,0,125.527,0,0.17,0.0314,31.9,tests performed,,,,,1449891,45.194,22.4,2.846,1.752,22604.873,,202.812,7.78,,,24.64,2.1,58.74,0.592
GNQ,Africa,Equatorial Guinea,2/4/2022,10928.408,11.725,125.527,0,0.216,0.0196,51,tests performed,,,,,1449891,45.194,22.4,2.846,1.752,22604.873,,202.812,7.78,,,24.64,2.1,58.74,0.592
GNQ,Africa,Equatorial Guinea,2/5/2022,10928.408,0,125.527,0,0.226,0.0188,53.2,tests performed,,,,,1449891,45.194,22.4,2.846,1.752,22604.873,,202.812,7.78,,,24.64,2.1,58.74,0.592
GNQ,Africa,Equatorial Guinea,2/6/2022,10928.408,0,125.527,0,0.235,0.0181,55.3,tests performed,,,,,1449891,45.194,22.4,2.846,1.752,22604.873,,202.812,7.78,,,24.64,2.1,58.74,0.592
GNQ,Africa,Equatorial Guinea,2/7/2022,10931.856,3.449,125.527,0,0.243,0.0194,51.5,tests performed,,,,,1449891,45.194,22.4,2.846,1.752,22604.873,,202.812,7.78,,,24.64,2.1,58.74,0.592
ERI,Africa,Eritrea,2/1/2022,2647.814,0,27.211,0,,,,,,,,56.48,3601462,44.304,19.3,3.607,2.171,1510.459,,311.11,6.05,0.2,11.4,,0.7,66.32,0.459
ERI,Africa,Eritrea,2/2/2022,2660.031,12.217,27.489,0.278,,,,,,,,56.48,3601462,44.304,19.3,3.607,2.171,1510.459,,311.11,6.05,0.2,11.4,,0.7,66.32,0.459
ERI,Africa,Eritrea,2/3/2022,2665.862,5.831,27.489,0,,,,,,,,56.48,3601462,44.304,19.3,3.607,2.171,1510.459,,311.11,6.05,0.2,11.4,,0.7,66.32,0.459
ERI,Africa,Eritrea,2/4/2022,2670.86,4.998,27.767,0.278,,,,,,,,56.48,3601462,44.304,19.3,3.607,2.171,1510.459,,311.11,6.05,0.2,11.4,,0.7,66.32,0.459
ERI,Africa,Eritrea,2/5/2022,2674.192,3.332,27.767,0,,,,,,,,56.48,3601462,44.304,19.3,3.607,2.171,1510.459,,311.11,6.05,0.2,11.4,,0.7,66.32,0.459
ERI,Africa,Eritrea,2/6/2022,2675.858,1.666,27.767,0,,,,,,,,56.48,3601462,44.304,19.3,3.607,2.171,1510.459,,311.11,6.05,0.2,11.4,,0.7,66.32,0.459
ERI,Africa,Eritrea,2/7/2022,2677.801,1.944,28.044,0.278,,,,,,,,56.48,3601462,44.304,19.3,3.607,2.171,1510.459,,311.11,6.05,0.2,11.4,,0.7,66.32,0.459
EST,Europe,Estonia,2/1/2022,259631.086,4917.793,1537.14,3.018,9.498,0.4819,2.1,tests performed,64.49,62.91,31.51,54.63,1325188,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892
EST,Europe,Estonia,2/2/2022,265049.185,5418.099,1538.65,1.509,9.41,0.5016,2,tests performed,64.5,62.94,31.65,54.63,1325188,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892
EST,Europe,Estonia,2/3/2022,270216,5166.814,1544.686,6.037,9.663,0.4954,2,tests performed,64.51,62.96,31.79,54.63,1325188,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892
EST,Europe,Estonia,2/4/2022,276254.388,6038.389,1549.214,4.528,9.596,0.5233,1.9,tests performed,64.53,62.98,31.93,54.63,1325188,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892
EST,Europe,Estonia,2/5/2022,282148.646,5894.258,1551.478,2.264,9.659,0.5276,1.9,tests performed,64.53,62.99,31.99,54.63,1325188,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892
EST,Europe,Estonia,2/6/2022,287465.628,5316.981,1553.742,2.264,9.453,0.5516,1.8,tests performed,64.53,62.99,32.03,54.63,1325188,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892
EST,Europe,Estonia,2/7/2022,290952.68,3487.052,1558.269,4.528,9.198,0.5628,1.8,tests performed,64.55,63.01,32.11,54.63,1325188,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892
SWZ,Africa,Eswatini,2/1/2022,58363.024,47.767,1172.839,0,,,,,31.96,,,60.19,1172369,79.492,21.5,3.163,1.845,7738.975,,333.436,3.94,1.7,16.5,24.097,2.1,60.19,0.611
SWZ,Africa,Eswatini,2/2/2022,58389.466,26.442,1173.692,0.853,,,,,,,,60.19,1172369,79.492,21.5,3.163,1.845,7738.975,,333.436,3.94,1.7,16.5,24.097,2.1,60.19,0.611
SWZ,Africa,Eswatini,2/3/2022,58432.968,43.502,1173.692,0,,,,,,,,60.19,1172369,79.492,21.5,3.163,1.845,7738.975,,333.436,3.94,1.7,16.5,24.097,2.1,60.19,0.611
SWZ,Africa,Eswatini,2/4/2022,58462.822,29.854,1174.545,0.853,,,,,,,,60.19,1172369,79.492,21.5,3.163,1.845,7738.975,,333.436,3.94,1.7,16.5,24.097,2.1,60.19,0.611
SWZ,Africa,Eswatini,2/5/2022,58472.205,9.383,1174.545,0,,,,,,,,60.19,1172369,79.492,21.5,3.163,1.845,7738.975,,333.436,3.94,1.7,16.5,24.097,2.1,60.19,0.611
SWZ,Africa,Eswatini,2/6/2022,58473.911,1.706,1175.398,0.853,,,,,,,,60.19,1172369,79.492,21.5,3.163,1.845,7738.975,,333.436,3.94,1.7,16.5,24.097,2.1,60.19,0.611
SWZ,Africa,Eswatini,2/7/2022,58496.088,22.177,1175.398,0,,,,,,,,60.19,1172369,79.492,21.5,3.163,1.845,7738.975,,333.436,3.94,1.7,16.5,24.097,2.1,60.19,0.611
ETH,Africa,Ethiopia,2/1/2022,3948.862,2.706,62.294,0.051,0.052,0.0568,17.6,tests performed,,,,40.74,117876226,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.485
ETH,Africa,Ethiopia,2/2/2022,3951.535,2.672,62.32,0.025,0.052,0.0543,18.4,tests performed,7.95,,,40.74,117876226,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.485
ETH,Africa,Ethiopia,2/3/2022,3954.368,2.833,62.379,0.059,0.052,0.0513,19.5,tests performed,7.95,,,40.74,117876226,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.485
ETH,Africa,Ethiopia,2/4/2022,3955.751,1.383,62.396,0.017,0.051,0.045,22.2,tests performed,,,,40.74,117876226,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.485
ETH,Africa,Ethiopia,2/5/2022,3957.159,1.408,62.404,0.008,0.051,0.0407,24.6,tests performed,,,,40.74,117876226,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.485
ETH,Africa,Ethiopia,2/6/2022,3957.872,0.713,62.464,0.059,0.052,0.0373,26.8,tests performed,,,,40.74,117876226,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.485
ETH,Africa,Ethiopia,2/7/2022,3959.043,1.171,62.549,0.085,0.058,0.0318,31.4,tests performed,7.95,,,40.74,117876226,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.485
FJI,Oceania,Fiji,2/1/2022,69614.652,0,887.142,0,0.323,,,tests performed,,,,81.48,902899,49.562,28.6,6.224,3.284,8702.975,1.4,412.82,14.49,10.2,34.8,,2.3,67.44,0.743
FJI,Oceania,Fiji,2/2/2022,69938.055,323.403,896.003,8.86,0.317,,,tests performed,,,,81.48,902899,49.562,28.6,6.224,3.284,8702.975,1.4,412.82,14.49,10.2,34.8,,2.3,67.44,0.743
FJI,Oceania,Fiji,2/3/2022,69938.055,0,896.003,0,0.311,,,tests performed,,,,81.48,902899,49.562,28.6,6.224,3.284,8702.975,1.4,412.82,14.49,10.2,34.8,,2.3,67.44,0.743
FJI,Oceania,Fiji,2/4/2022,70078.713,140.658,898.218,2.215,0.275,,,tests performed,,,,81.48,902899,49.562,28.6,6.224,3.284,8702.975,1.4,412.82,14.49,10.2,34.8,,2.3,67.44,0.743
FJI,Oceania,Fiji,2/5/2022,70078.713,0,898.218,0,0.237,,,tests performed,,,,81.48,902899,49.562,28.6,6.224,3.284,8702.975,1.4,412.82,14.49,10.2,34.8,,2.3,67.44,0.743
FJI,Oceania,Fiji,2/6/2022,70078.713,0,898.218,0,0.2,,,tests performed,,,,81.48,902899,49.562,28.6,6.224,3.284,8702.975,1.4,412.82,14.49,10.2,34.8,,2.3,67.44,0.743
FJI,Oceania,Fiji,2/7/2022,70169.532,90.819,900.433,2.215,0.199,,,tests performed,73.71,68.14,,68.52,902899,49.562,28.6,6.224,3.284,8702.975,1.4,412.82,14.49,10.2,34.8,,2.3,67.44,0.743
FIN,Europe,Finland,2/1/2022,88875.616,584.677,358.664,0,3.541,0.332,3,tests performed,79.12,74.53,44.94,38.89,5548361,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
FIN,Europe,Finland,2/2/2022,90324.332,1448.716,362.63,3.965,3.462,0.34,2.9,tests performed,79.15,74.56,45.26,38.89,5548361,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
FIN,Europe,Finland,2/3/2022,91547.756,1223.424,367.856,5.227,3.365,0.346,2.9,tests performed,79.18,74.59,45.62,38.89,5548361,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
FIN,Europe,Finland,2/4/2022,92800.739,1252.983,370.92,3.064,3.35,0.345,2.9,tests performed,79.87,75.25,46.37,38.89,5548361,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
FIN,Europe,Finland,2/5/2022,92800.739,0,370.92,0,3.288,0.347,2.9,tests performed,79.91,75.3,46.98,38.89,5548361,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
FIN,Europe,Finland,2/6/2022,92800.739,0,370.92,0,3.251,0.351,2.8,tests performed,,,,38.89,5548361,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
FIN,Europe,Finland,2/7/2022,96387.023,3586.284,377.589,6.669,3.274,0.351,2.8,tests performed,79.97,75.33,47.26,38.89,5548361,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
FRA,Europe,France,2/1/2022,290848.328,6128.222,1948.607,5.458,14.563,0.341,2.9,people tested,80.17,76.59,48.52,72.22,67422000,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901
FRA,Europe,France,2/2/2022,295525.778,4677.449,1952.701,4.094,13.848,0.339,2.9,people tested,80.2,76.69,48.77,72.22,67422000,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901
FRA,Europe,France,2/3/2022,299594.954,4069.176,1956.617,3.916,13.154,0.336,3,people tested,80.22,76.75,49.01,72.22,67422000,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901
FRA,Europe,France,2/4/2022,303170.182,3575.228,1961.882,5.265,12.457,0.333,3,people tested,80.24,76.85,49.37,72.22,67422000,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901
FRA,Europe,France,2/5/2022,306352.259,3182.077,1964.403,2.521,11.951,0.33,3,people tested,80.26,76.93,49.59,72.22,67422000,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901
FRA,Europe,France,2/6/2022,308657.723,2305.464,1966.317,1.913,11.753,0.328,3,people tested,80.26,76.94,49.64,72.22,67422000,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901
FRA,Europe,France,2/7/2022,309340.008,682.285,1972.502,6.185,10.742,0.318,3.1,people tested,80.28,77.01,49.87,72.22,67422000,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901
GAB,Africa,Gabon,2/1/2022,20591.716,0,132.085,0,0.743,0.0613,16.3,tests performed,,,,60.19,2278829,7.859,23.1,4.45,2.976,16562.413,3.4,259.967,7.2,,,,6.3,66.47,0.703
GAB,Africa,Gabon,2/2/2022,20689.573,97.857,132.085,0,0.728,0.0585,17.1,tests performed,,,,60.19,2278829,7.859,23.1,4.45,2.976,16562.413,3.4,259.967,7.2,,,,6.3,66.47,0.703
GAB,Africa,Gabon,2/3/2022,20689.573,0,132.085,0,0.713,0.0597,16.7,tests performed,,,,60.19,2278829,7.859,23.1,4.45,2.976,16562.413,3.4,259.967,7.2,,,,6.3,66.47,0.703
GAB,Africa,Gabon,2/4/2022,20733.017,43.443,132.524,0.439,0.722,0.0456,21.9,tests performed,,,,60.19,2278829,7.859,23.1,4.45,2.976,16562.413,3.4,259.967,7.2,,,,6.3,66.47,0.703
GAB,Africa,Gabon,2/5/2022,20733.017,0,132.524,0,0.731,0.045,22.2,tests performed,,,,60.19,2278829,7.859,23.1,4.45,2.976,16562.413,3.4,259.967,7.2,,,,6.3,66.47,0.703
GAB,Africa,Gabon,2/6/2022,20733.017,0,132.524,0,0.694,0.0474,21.1,tests performed,,,,60.19,2278829,7.859,23.1,4.45,2.976,16562.413,3.4,259.967,7.2,,,,6.3,66.47,0.703
GAB,Africa,Gabon,2/7/2022,20783.481,50.465,132.524,0,0.656,0.0417,24,tests performed,13,10.5,,60.19,2278829,7.859,23.1,4.45,2.976,16562.413,3.4,259.967,7.2,,,,6.3,66.47,0.703
GMB,Africa,Gambia,2/1/2022,4770.125,8.444,146.365,0.804,0.116,0.1438,7,tests performed,,,,13.89,2486937,207.566,17.5,2.339,1.417,1561.767,10.1,331.43,1.91,0.7,31.2,7.876,1.1,62.05,0.496
GMB,Africa,Gambia,2/2/2022,4770.125,0,146.365,0,0.115,0.1454,6.9,tests performed,,,,13.89,2486937,207.566,17.5,2.339,1.417,1561.767,10.1,331.43,1.91,0.7,31.2,7.876,1.1,62.05,0.496
GMB,Africa,Gambia,2/3/2022,4770.125,0,146.365,0,0.114,0.1469,6.8,tests performed,,,,13.89,2486937,207.566,17.5,2.339,1.417,1561.767,10.1,331.43,1.91,0.7,31.2,7.876,1.1,62.05,0.496
GMB,Africa,Gambia,2/4/2022,4776.961,6.836,146.365,0,0.115,0.1533,6.5,tests performed,13,12.5,,13.89,2486937,207.566,17.5,2.339,1.417,1561.767,10.1,331.43,1.91,0.7,31.2,7.876,1.1,62.05,0.496
GMB,Africa,Gambia,2/5/2022,4776.961,0,146.365,0,0.117,0.0186,53.8,tests performed,,,,13.89,2486937,207.566,17.5,2.339,1.417,1561.767,10.1,331.43,1.91,0.7,31.2,7.876,1.1,62.05,0.496
GMB,Africa,Gambia,2/6/2022,4776.961,0,146.365,0,0.119,0.0183,54.7,tests performed,,,,13.89,2486937,207.566,17.5,2.339,1.417,1561.767,10.1,331.43,1.91,0.7,31.2,7.876,1.1,62.05,0.496
GMB,Africa,Gambia,2/7/2022,4776.961,0,146.365,0,0.089,0.0245,40.9,tests performed,,,,13.89,2486937,207.566,17.5,2.339,1.417,1561.767,10.1,331.43,1.91,0.7,31.2,7.876,1.1,62.05,0.496
