iso_code,continent,location,date,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
LTU,Europe,Lithuania,2/4/2022,270336.917,4818.463,2956.285,5.948,10.765,0.449,2.2,tests performed,72.27,69.31,33.27,53.7,2689862,45.135,43.5,19.002,13.778,29524.265,0.7,342.989,3.67,21.3,38,,6.56,75.93,0.882
LTU,Europe,Lithuania,2/5/2022,275157.982,4821.065,2962.606,6.32,10.589,0.454,2.2,tests performed,72.27,69.32,33.28,20.37,2689862,45.135,43.5,19.002,13.778,29524.265,0.7,342.989,3.67,21.3,38,,6.56,75.93,0.882
LTU,Europe,Lithuania,2/6/2022,278681.211,3523.229,2968.926,6.32,10.597,0.456,2.2,tests performed,72.27,69.32,33.28,20.37,2689862,45.135,43.5,19.002,13.778,29524.265,0.7,342.989,3.67,21.3,38,,6.56,75.93,0.882
LTU,Europe,Lithuania,2/7/2022,281131.894,2450.683,2973.759,4.833,10.313,0.469,2.1,tests performed,72.27,69.33,33.33,20.37,2689862,45.135,43.5,19.002,13.778,29524.265,0.7,342.989,3.67,21.3,38,,6.56,75.93,0.882
LUX,Europe,Luxembourg,2/1/2022,251157.032,2288.859,1501.227,1.575,8.459,0.376,2.7,tests performed,75.03,,53.38,55.56,634814,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,,4.51,82.25,0.916
LUX,Europe,Luxembourg,2/2/2022,255170.806,4013.774,1505.953,4.726,8.127,0.363,2.8,tests performed,75.05,,53.71,55.56,634814,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,,4.51,82.25,0.916
LUX,Europe,Luxembourg,2/3/2022,258311.883,3141.078,1505.953,0,7.897,0.357,2.8,tests performed,75.08,,54.02,55.56,634814,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,,4.51,82.25,0.916
LUX,Europe,Luxembourg,2/4/2022,261427.757,3115.873,1509.103,3.151,7.621,0.354,2.8,tests performed,75.11,,54.45,55.56,634814,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,,4.51,82.25,0.916
LUX,Europe,Luxembourg,2/5/2022,261427.757,0,1509.103,0,7.292,0.342,2.9,tests performed,75.13,,54.78,55.56,634814,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,,4.51,82.25,0.916
LUX,Europe,Luxembourg,2/6/2022,261427.757,0,1509.103,0,7.253,0.341,2.9,tests performed,,,,55.56,634814,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,,4.51,82.25,0.916
LUX,Europe,Luxembourg,2/7/2022,266200.808,4773.052,1518.555,9.452,7.134,0.336,3,tests performed,75.15,,54.98,55.56,634814,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,,4.51,82.25,0.916
MDG,Africa,Madagascar,2/1/2022,2086.689,0,44.816,0,0.041,0.2382,4.2,tests performed,,,,40.74,28427333,43.951,19.6,2.929,1.686,1416.44,77.6,405.994,3.94,,,50.54,0.2,67.04,0.528
MDG,Africa,Madagascar,2/2/2022,2086.689,0,44.816,0,0.041,0.2382,4.2,tests performed,,,,40.74,28427333,43.951,19.6,2.929,1.686,1416.44,77.6,405.994,3.94,,,50.54,0.2,67.04,0.528
MDG,Africa,Madagascar,2/3/2022,2086.689,0,44.816,0,0.041,0.2382,4.2,tests performed,,,,40.74,28427333,43.951,19.6,2.929,1.686,1416.44,77.6,405.994,3.94,,,50.54,0.2,67.04,0.528
MDG,Africa,Madagascar,2/4/2022,2086.689,0,44.816,0,0.041,0.2382,4.2,tests performed,,,,40.74,28427333,43.951,19.6,2.929,1.686,1416.44,77.6,405.994,3.94,,,50.54,0.2,67.04,0.528
MDG,Africa,Madagascar,2/5/2022,2161.089,74.4,45.977,1.161,0.041,0.2591,3.9,tests performed,3.44,3.26,,40.74,28427333,43.951,19.6,2.929,1.686,1416.44,77.6,405.994,3.94,,,50.54,0.2,67.04,0.528
MDG,Africa,Madagascar,2/6/2022,2161.089,0,45.977,0,0.041,0.2591,3.9,tests performed,,,,40.74,28427333,43.951,19.6,2.929,1.686,1416.44,77.6,405.994,3.94,,,50.54,0.2,67.04,0.528
MDG,Africa,Madagascar,2/7/2022,2161.089,0,45.977,0,0.041,0.2591,3.9,tests performed,,,,40.74,28427333,43.951,19.6,2.929,1.686,1416.44,77.6,405.994,3.94,,,50.54,0.2,67.04,0.528
MWI,Africa,Malawi,2/1/2022,4304.427,4.937,130.448,0.102,0.042,0.0959,10.4,tests performed,7.66,3.95,,36.11,19647681,197.519,18.1,2.979,1.783,1095.042,71.4,227.349,3.94,4.4,24.7,8.704,1.3,64.26,0.483
MWI,Africa,Malawi,2/2/2022,4307.48,3.054,130.499,0.051,0.044,0.087,11.5,tests performed,7.67,3.96,,36.11,19647681,197.519,18.1,2.979,1.783,1095.042,71.4,227.349,3.94,4.4,24.7,8.704,1.3,64.26,0.483
MWI,Africa,Malawi,2/3/2022,4310.585,3.105,130.55,0.051,0.046,0.0748,13.4,tests performed,7.67,3.96,,36.11,19647681,197.519,18.1,2.979,1.783,1095.042,71.4,227.349,3.94,4.4,24.7,8.704,1.3,64.26,0.483
MWI,Africa,Malawi,2/4/2022,4312.875,2.29,130.652,0.102,0.044,0.0702,14.2,tests performed,7.67,3.97,,36.11,19647681,197.519,18.1,2.979,1.783,1095.042,71.4,227.349,3.94,4.4,24.7,8.704,1.3,64.26,0.483
MWI,Africa,Malawi,2/5/2022,4315.777,2.901,130.804,0.153,0.043,0.0682,14.7,tests performed,7.67,3.97,,36.11,19647681,197.519,18.1,2.979,1.783,1095.042,71.4,227.349,3.94,4.4,24.7,8.704,1.3,64.26,0.483
MWI,Africa,Malawi,2/6/2022,4316.693,0.916,130.855,0.051,0.042,0.0683,14.6,tests performed,,,,36.11,19647681,197.519,18.1,2.979,1.783,1095.042,71.4,227.349,3.94,4.4,24.7,8.704,1.3,64.26,0.483
MWI,Africa,Malawi,2/7/2022,4318.27,1.578,130.957,0.102,0.046,0.0584,17.1,tests performed,7.68,3.98,,36.11,19647681,197.519,18.1,2.979,1.783,1095.042,71.4,227.349,3.94,4.4,24.7,8.704,1.3,64.26,0.483
MYS,Asia,Malaysia,2/1/2022,87756.495,169.818,975.861,0.214,3.194,0.0493,20.3,people tested,79.54,78.46,36.86,54.17,32776195,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,,1.9,76.16,0.81
MYS,Asia,Malaysia,2/2/2022,87931.5,175.005,976.074,0.214,2.931,0.0552,18.1,people tested,79.54,78.46,36.95,54.17,32776195,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,,1.9,76.16,0.81
MYS,Asia,Malaysia,2/3/2022,88106.017,174.517,976.318,0.244,2.994,0.0544,18.4,people tested,79.55,78.47,37.25,54.17,32776195,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,,1.9,76.16,0.81
MYS,Asia,Malaysia,2/4/2022,88326.726,220.709,976.654,0.336,3.114,0.0547,18.3,people tested,79.56,78.48,37.52,54.17,32776195,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,,1.9,76.16,0.81
MYS,Asia,Malaysia,2/5/2022,88604.885,278.159,977.081,0.427,3.302,0.0568,17.6,people tested,79.61,78.48,37.7,54.17,32776195,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,,1.9,76.16,0.81
MYS,Asia,Malaysia,2/6/2022,88912.7,307.815,977.356,0.275,3.577,0.0588,17,people tested,79.66,78.48,37.86,54.17,32776195,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,,1.9,76.16,0.81
MYS,Asia,Malaysia,2/7/2022,89249.347,336.647,977.63,0.275,4.209,0.0564,17.7,people tested,79.69,78.49,38.2,54.17,32776195,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,,1.9,76.16,0.81
MDV,Asia,Maldives,2/1/2022,259482.727,4010.154,509.547,1.84,13.162,0.365,2.7,samples tested,73.15,68.06,14.42,,543620,1454.433,30.6,4.12,2.875,15183.616,,164.905,9.19,2.1,55,95.803,,78.92,0.74
MDV,Asia,Maldives,2/2/2022,263422.979,3940.252,511.387,1.84,12.805,0.3614,2.8,samples tested,73.17,68.07,15.1,,543620,1454.433,30.6,4.12,2.875,15183.616,,164.905,9.19,2.1,55,95.803,,78.92,0.74
MDV,Asia,Maldives,2/3/2022,266796.659,3373.68,515.066,3.679,12.446,0.3578,2.8,samples tested,,,,,543620,1454.433,30.6,4.12,2.875,15183.616,,164.905,9.19,2.1,55,95.803,,78.92,0.74
MDV,Asia,Maldives,2/4/2022,270392.922,3596.262,515.066,0,12.029,0.3581,2.8,samples tested,,,,,543620,1454.433,30.6,4.12,2.875,15183.616,,164.905,9.19,2.1,55,95.803,,78.92,0.74
MDV,Asia,Maldives,2/5/2022,273315.919,2922.998,516.905,1.84,11.663,0.3446,2.9,samples tested,73.17,68.08,16.13,,543620,1454.433,30.6,4.12,2.875,15183.616,,164.905,9.19,2.1,55,95.803,,78.92,0.74
MDV,Asia,Maldives,2/6/2022,276547.956,3232.037,520.584,3.679,11.241,0.3322,3,samples tested,73.18,68.09,16.81,,543620,1454.433,30.6,4.12,2.875,15183.616,,164.905,9.19,2.1,55,95.803,,78.92,0.74
MDV,Asia,Maldives,2/7/2022,279447.04,2899.084,522.424,1.84,10.581,0.3237,3.1,samples tested,73.18,68.11,17.48,,543620,1454.433,30.6,4.12,2.875,15183.616,,164.905,9.19,2.1,55,95.803,,78.92,0.74
MLI,Africa,Mali,2/1/2022,1443.297,2.349,34.283,0.048,,,,,,,,38.89,20855724,15.196,16.4,2.519,1.486,2014.306,,268.024,2.42,1.6,23,52.232,0.1,59.31,0.434
MLI,Africa,Mali,2/2/2022,1444.735,1.438,34.283,0,,,,,,,,38.89,20855724,15.196,16.4,2.519,1.486,2014.306,,268.024,2.42,1.6,23,52.232,0.1,59.31,0.434
MLI,Africa,Mali,2/3/2022,1445.55,0.815,34.283,0,,,,,,,,38.89,20855724,15.196,16.4,2.519,1.486,2014.306,,268.024,2.42,1.6,23,52.232,0.1,59.31,0.434
MLI,Africa,Mali,2/4/2022,1445.934,0.384,34.283,0,,,,,5.05,3.2,,38.89,20855724,15.196,16.4,2.519,1.486,2014.306,,268.024,2.42,1.6,23,52.232,0.1,59.31,0.434
MLI,Africa,Mali,2/5/2022,1445.934,0,34.283,0,,,,,,,,38.89,20855724,15.196,16.4,2.519,1.486,2014.306,,268.024,2.42,1.6,23,52.232,0.1,59.31,0.434
MLI,Africa,Mali,2/6/2022,1448.283,2.349,34.283,0,,,,,,,,38.89,20855724,15.196,16.4,2.519,1.486,2014.306,,268.024,2.42,1.6,23,52.232,0.1,59.31,0.434
MLI,Africa,Mali,2/7/2022,1448.763,0.479,34.283,0,,,,,,,,38.89,20855724,15.196,16.4,2.519,1.486,2014.306,,268.024,2.42,1.6,23,52.232,0.1,59.31,0.434
MLT,Europe,Malta,2/1/2022,131691.533,482.465,1067.623,1.938,5.449,0.0799,12.5,tests performed,90.05,87.58,,56.48,516100,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,0.895
MLT,Europe,Malta,2/2/2022,132131.37,439.837,1077.311,9.688,5.342,0.0769,13,tests performed,90.1,87.74,,56.48,516100,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,0.895
MLT,Europe,Malta,2/3/2022,132596.396,465.026,1083.123,5.813,5.071,0.0816,12.3,tests performed,90.14,87.91,,56.48,516100,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,0.895
MLT,Europe,Malta,2/4/2022,133011.044,414.648,1085.061,1.938,4.995,0.082,12.2,tests performed,90.19,88.09,,56.48,516100,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,0.895
MLT,Europe,Malta,2/5/2022,133388.878,377.834,1094.749,9.688,4.759,0.0864,11.6,tests performed,90.23,88.21,,56.48,516100,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,0.895
MLT,Europe,Malta,2/6/2022,133695.02,306.142,1102.5,7.75,4.641,0.0866,11.5,tests performed,90.27,88.31,,56.48,516100,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,0.895
MLT,Europe,Malta,2/7/2022,134034.102,339.082,1104.437,1.938,4.47,0.0903,11.1,tests performed,90.31,88.38,,52.78,516100,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,0.895
MRT,Africa,Mauritania,2/1/2022,12208.724,11.518,200.205,0.628,0.596,0.0326,30.7,tests performed,,,,51.85,4775110,4.289,20.3,3.138,1.792,3597.633,6,232.347,2.42,,,15.95,,64.92,0.546
MRT,Africa,Mauritania,2/2/2022,12216.473,7.749,200.833,0.628,0.583,0.0278,36,tests performed,,,,51.85,4775110,4.289,20.3,3.138,1.792,3597.633,6,232.347,2.42,,,15.95,,64.92,0.546
MRT,Africa,Mauritania,2/3/2022,12226.106,9.633,201.461,0.628,0.569,0.0243,41.2,tests performed,,,,51.85,4775110,4.289,20.3,3.138,1.792,3597.633,6,232.347,2.42,,,15.95,,64.92,0.546
MRT,Africa,Mauritania,2/4/2022,12231.551,5.445,201.461,0,0.559,0.0196,51.1,tests performed,,,,51.85,4775110,4.289,20.3,3.138,1.792,3597.633,6,232.347,2.42,,,15.95,,64.92,0.546
MRT,Africa,Mauritania,2/5/2022,12239.09,7.539,201.88,0.419,0.549,0.0171,58.5,tests performed,,,,51.85,4775110,4.289,20.3,3.138,1.792,3597.633,6,232.347,2.42,,,15.95,,64.92,0.546
MRT,Africa,Mauritania,2/6/2022,12242.231,3.141,202.508,0.628,0.529,0.0147,68,tests performed,,,,51.85,4775110,4.289,20.3,3.138,1.792,3597.633,6,232.347,2.42,,,15.95,,64.92,0.546
MRT,Africa,Mauritania,2/7/2022,12248.932,6.701,202.927,0.419,0.519,0.0142,70.2,tests performed,31.34,20.99,,51.85,4775110,4.289,20.3,3.138,1.792,3597.633,6,232.347,2.42,,,15.95,,64.92,0.546
MUS,Africa,Mauritius,2/1/2022,84255.254,1066.413,645.502,0,,,,,,,,43.52,1273428,622.962,37.4,10.945,5.884,20292.745,0.5,224.644,22.02,3.2,40.7,,3.4,74.99,0.804
MUS,Africa,Mauritius,2/2/2022,85192.096,936.841,645.502,0,,,,,76.5,72,,47.22,1273428,622.962,37.4,10.945,5.884,20292.745,0.5,224.644,22.02,3.2,40.7,,3.4,74.99,0.804
MUS,Africa,Mauritius,2/3/2022,85707.241,515.145,645.502,0,,,,,,,,47.22,1273428,622.962,37.4,10.945,5.884,20292.745,0.5,224.644,22.02,3.2,40.7,,3.4,74.99,0.804
MUS,Africa,Mauritius,2/4/2022,87140.38,1433.14,645.502,0,,,,,,,,47.22,1273428,622.962,37.4,10.945,5.884,20292.745,0.5,224.644,22.02,3.2,40.7,,3.4,74.99,0.804
MUS,Africa,Mauritius,2/5/2022,88614.354,1473.974,645.502,0,,,,,,,,47.22,1273428,622.962,37.4,10.945,5.884,20292.745,0.5,224.644,22.02,3.2,40.7,,3.4,74.99,0.804
MUS,Africa,Mauritius,2/6/2022,89969.751,1355.397,645.502,0,,,,,,,,47.22,1273428,622.962,37.4,10.945,5.884,20292.745,0.5,224.644,22.02,3.2,40.7,,3.4,74.99,0.804
MUS,Africa,Mauritius,2/7/2022,91340.068,1370.317,660.422,14.92,,,,,,,,47.22,1273428,622.962,37.4,10.945,5.884,20292.745,0.5,224.644,22.02,3.2,40.7,,3.4,74.99,0.804
MEX,North America,Mexico,2/1/2022,38274.252,330.863,2356.17,6.364,0.369,0.642,1.6,people tested,64.22,59.3,,61.57,130262220,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779
MEX,North America,Mexico,2/2/2022,38274.252,0,2356.17,0,0.341,0.632,1.6,people tested,64.24,59.34,,61.57,130262220,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779
MEX,North America,Mexico,2/3/2022,38598.068,323.816,2360.569,4.399,0.316,0.621,1.6,people tested,64.28,59.4,,61.57,130262220,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779
MEX,North America,Mexico,2/4/2022,39198.226,600.159,2370.826,10.256,0.292,0.611,1.6,people tested,64.34,59.48,,61.57,130262220,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779
MEX,North America,Mexico,2/5/2022,39468.781,270.554,2375.34,4.514,0.281,0.604,1.7,people tested,,,,61.57,130262220,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779
MEX,North America,Mexico,2/6/2022,39547.345,78.565,2376.33,0.99,0.272,0.599,1.7,people tested,64.4,59.57,,61.57,130262220,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779
MEX,North America,Mexico,2/7/2022,39618.295,70.949,2377.911,1.581,0.226,0.588,1.7,people tested,64.41,59.58,,38.89,130262220,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779
MDA,Europe,Moldova,2/1/2022,110597.225,1080.51,2650.58,5.964,,,,tests performed,,25.17,,50.93,4024025,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9,0.75
MDA,Europe,Moldova,2/2/2022,111788.57,1191.344,2656.793,6.213,,,,tests performed,,25.19,,50.93,4024025,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9,0.75
MDA,Europe,Moldova,2/3/2022,113094.476,1305.906,2663.502,6.71,,,,tests performed,,25.22,,50.93,4024025,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9,0.75
MDA,Europe,Moldova,2/4/2022,114389.697,1295.221,2667.478,3.976,,,,tests performed,,,,50.93,4024025,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9,0.75
MDA,Europe,Moldova,2/5/2022,115365.585,975.889,2672.697,5.219,,,,tests performed,,25.26,,47.22,4024025,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9,0.75
MDA,Europe,Moldova,2/6/2022,116120.302,754.717,2675.928,3.231,,,,tests performed,,,,47.22,4024025,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9,0.75
MDA,Europe,Moldova,2/7/2022,116495.797,375.495,2677.916,1.988,,,,tests performed,,25.26,,47.22,4024025,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9,0.75
MNG,Asia,Mongolia,2/1/2022,254391.187,1529.459,635.272,0.601,5.008,0.4041,2.5,samples tested,68.18,65.2,30.27,37.5,3329282,1.98,28.6,4.031,2.421,11840.846,0.5,460.043,4.82,5.5,46.5,71.18,7,69.87,0.737
MNG,Asia,Mongolia,2/2/2022,255210.583,819.396,635.572,0.3,4.582,0.3519,2.8,samples tested,,,,37.5,3329282,1.98,28.6,4.031,2.421,11840.846,0.5,460.043,4.82,5.5,46.5,71.18,7,69.87,0.737
MNG,Asia,Mongolia,2/3/2022,256253.45,1042.868,635.873,0.3,3.918,0.3645,2.7,samples tested,68.18,65.2,30.28,37.5,3329282,1.98,28.6,4.031,2.421,11840.846,0.5,460.043,4.82,5.5,46.5,71.18,7,69.87,0.737
MNG,Asia,Mongolia,2/4/2022,256835.858,582.408,637.074,1.201,3.341,0.3509,2.8,samples tested,,,,37.5,3329282,1.98,28.6,4.031,2.421,11840.846,0.5,460.043,4.82,5.5,46.5,71.18,7,69.87,0.737
MNG,Asia,Mongolia,2/5/2022,257826.162,990.304,637.975,0.901,3.045,0.3379,3,samples tested,,,,37.5,3329282,1.98,28.6,4.031,2.421,11840.846,0.5,460.043,4.82,5.5,46.5,71.18,7,69.87,0.737
MNG,Asia,Mongolia,2/6/2022,258348.797,522.635,638.876,0.901,2.747,0.3591,2.8,samples tested,,,,37.5,3329282,1.98,28.6,4.031,2.421,11840.846,0.5,460.043,4.82,5.5,46.5,71.18,7,69.87,0.737
MNG,Asia,Mongolia,2/7/2022,258607.111,258.314,638.876,0,2.684,0.3058,3.3,samples tested,,,,37.5,3329282,1.98,28.6,4.031,2.421,11840.846,0.5,460.043,4.82,5.5,46.5,71.18,7,69.87,0.737
MNE,Europe,Montenegro,2/1/2022,351240.584,1308.811,4088.84,6.369,,,,,45.71,44.25,14.28,,628051,46.28,39.1,14.762,9.395,16409.288,1,387.305,10.08,44,47.9,,3.861,76.88,0.829
MNE,Europe,Montenegro,2/2/2022,352222.988,982.404,4111.131,22.291,,,,,,,,,628051,46.28,39.1,14.762,9.395,16409.288,1,387.305,10.08,44,47.9,,3.861,76.88,0.829
MNE,Europe,Montenegro,2/3/2022,353318.441,1095.452,4125.461,14.33,,,,,45.74,44.29,14.35,,628051,46.28,39.1,14.762,9.395,16409.288,1,387.305,10.08,44,47.9,,3.861,76.88,0.829
MNE,Europe,Montenegro,2/4/2022,354165.506,847.065,4133.422,7.961,,,,,45.75,44.31,14.4,,628051,46.28,39.1,14.762,9.395,16409.288,1,387.305,10.08,44,47.9,,3.861,76.88,0.829
MNE,Europe,Montenegro,2/5/2022,355004.609,839.104,4138.199,4.777,,,,,45.76,44.33,14.46,,628051,46.28,39.1,14.762,9.395,16409.288,1,387.305,10.08,44,47.9,,3.861,76.88,0.829
MNE,Europe,Montenegro,2/6/2022,355802.315,797.706,4141.383,3.184,,,,,45.77,44.34,14.49,,628051,46.28,39.1,14.762,9.395,16409.288,1,387.305,10.08,44,47.9,,3.861,76.88,0.829
MNE,Europe,Montenegro,2/7/2022,356299.09,496.775,4155.713,14.33,,,,,45.77,44.35,14.5,,628051,46.28,39.1,14.762,9.395,16409.288,1,387.305,10.08,44,47.9,,3.861,76.88,0.829
MAR,Africa,Morocco,2/1/2022,30413.776,82.475,413.311,0.937,0.529,0.2046,4.9,people tested,66.3,62.08,,68.52,37344787,80.08,29.6,6.769,4.209,7485.013,1,419.146,7.14,0.8,47.1,,1.1,76.68,0.686
MAR,Africa,Morocco,2/2/2022,30495.475,81.698,414.087,0.777,0.492,0.1891,5.3,people tested,,,,68.52,37344787,80.08,29.6,6.769,4.209,7485.013,1,419.146,7.14,0.8,47.1,,1.1,76.68,0.686
MAR,Africa,Morocco,2/3/2022,30572.085,76.61,415.453,1.366,0.464,0.1782,5.6,people tested,,,,68.52,37344787,80.08,29.6,6.769,4.209,7485.013,1,419.146,7.14,0.8,47.1,,1.1,76.68,0.686
MAR,Africa,Morocco,2/4/2022,30632.763,60.678,416.122,0.669,0.435,0.167,6,people tested,,,,68.52,37344787,80.08,29.6,6.769,4.209,7485.013,1,419.146,7.14,0.8,47.1,,1.1,76.68,0.686
MAR,Africa,Morocco,2/5/2022,30688.112,55.349,417.06,0.937,0.411,0.1572,6.4,people tested,,,,68.52,37344787,80.08,29.6,6.769,4.209,7485.013,1,419.146,7.14,0.8,47.1,,1.1,76.68,0.686
MAR,Africa,Morocco,2/6/2022,30720.298,32.187,417.542,0.482,0.415,0.146,6.8,people tested,66.34,62.13,,68.52,37344787,80.08,29.6,6.769,4.209,7485.013,1,419.146,7.14,0.8,47.1,,1.1,76.68,0.686
MAR,Africa,Morocco,2/7/2022,30739.605,19.307,418.184,0.643,0.412,0.1417,7.1,people tested,,,,65.74,37344787,80.08,29.6,6.769,4.209,7485.013,1,419.146,7.14,0.8,47.1,,1.1,76.68,0.686
MOZ,Africa,Mozambique,2/1/2022,6962.929,3.793,67.593,0.031,0.075,0.0627,15.9,tests performed,,,,38.89,32163045,37.728,17.7,3.158,1.87,1136.103,62.9,329.942,3.3,5.1,29.1,12.227,0.7,60.85,0.456
MOZ,Africa,Mozambique,2/2/2022,6965.852,2.923,67.78,0.187,0.066,0.0629,15.9,tests performed,,,,38.89,32163045,37.728,17.7,3.158,1.87,1136.103,62.9,329.942,3.3,5.1,29.1,12.227,0.7,60.85,0.456
MOZ,Africa,Mozambique,2/3/2022,6968.961,3.109,67.78,0,0.057,0.0574,17.4,tests performed,35,29,,38.89,32163045,37.728,17.7,3.158,1.87,1136.103,62.9,329.942,3.3,5.1,29.1,12.227,0.7,60.85,0.456
MOZ,Africa,Mozambique,2/4/2022,6971.479,2.518,67.873,0.093,0.062,0.0437,22.9,tests performed,,,,38.89,32163045,37.728,17.7,3.158,1.87,1136.103,62.9,329.942,3.3,5.1,29.1,12.227,0.7,60.85,0.456
MOZ,Africa,Mozambique,2/5/2022,6974.122,2.643,67.873,0,0.068,0.0374,26.7,tests performed,,,,38.89,32163045,37.728,17.7,3.158,1.87,1136.103,62.9,329.942,3.3,5.1,29.1,12.227,0.7,60.85,0.456
MOZ,Africa,Mozambique,2/6/2022,6975.055,0.933,67.873,0,0.066,0.0355,28.2,tests performed,,,,38.89,32163045,37.728,17.7,3.158,1.87,1136.103,62.9,329.942,3.3,5.1,29.1,12.227,0.7,60.85,0.456
MOZ,Africa,Mozambique,2/7/2022,6975.303,0.249,67.873,0,0.067,0.0344,29,tests performed,,,,38.89,32163045,37.728,17.7,3.158,1.87,1136.103,62.9,329.942,3.3,5.1,29.1,12.227,0.7,60.85,0.456
MMR,Asia,Myanmar,2/1/2022,9787.119,15.71,352.334,0,0.275,0.0191,52.5,samples tested,,,,65.74,54806014,81.721,29.1,5.732,3.12,5591.597,6.4,202.104,4.61,6.3,35.2,79.287,0.9,67.13,0.583
MMR,Asia,Myanmar,2/2/2022,9789.729,2.609,352.334,0,0.352,0.015,66.5,samples tested,,,,65.74,54806014,81.721,29.1,5.732,3.12,5591.597,6.4,202.104,4.61,6.3,35.2,79.287,0.9,67.13,0.583
MMR,Asia,Myanmar,2/3/2022,9796.443,6.715,352.334,0,0.358,0.0162,61.6,samples tested,,,,65.74,54806014,81.721,29.1,5.732,3.12,5591.597,6.4,202.104,4.61,6.3,35.2,79.287,0.9,67.13,0.583
MMR,Asia,Myanmar,2/4/2022,9802.264,5.821,352.334,0,0.391,0.0155,64.7,samples tested,,,,65.74,54806014,81.721,29.1,5.732,3.12,5591.597,6.4,202.104,4.61,6.3,35.2,79.287,0.9,67.13,0.583
MMR,Asia,Myanmar,2/5/2022,9808.577,6.313,352.334,0,0.423,0.0154,65.1,samples tested,40.85,35.06,,65.74,54806014,81.721,29.1,5.732,3.12,5591.597,6.4,202.104,4.61,6.3,35.2,79.287,0.9,67.13,0.583
MMR,Asia,Myanmar,2/6/2022,9814.635,6.058,352.334,0,0.455,0.0152,65.9,samples tested,,,,65.74,54806014,81.721,29.1,5.732,3.12,5591.597,6.4,202.104,4.61,6.3,35.2,79.287,0.9,67.13,0.583
